Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.15-72.21.91.29-49869-80-6,192.168.10.15,49869,72.21.91.29,80,6,7/7/2017 9:21,116138235,20,17,1834,3190.0,436,0,91.7,176.6272018,796,0,187.6470588,347.8420872,43.25879414,0.318585865,3226062.083,4635989.848,10000000.0,233.0,116000000.0,6112538.684,4842307.667,10000000.0,347.0,111000000.0,6929573.313,4743270.154,10000000.0,822.0,0,0,0,0,412,484,0.172208575,0.146377289,0,796,132.2105263,266.6710858,71113.46799,0,0,0,1,0,0,0,0,0,135.7837838,91.7,187.6470588,412,0,0,0,0,0,0,20,1834,17,3190,8192,294,19,20,82729.90909,194844.9525,670206.0,23519.0,9996587.0,15577.74443,10000000.0,9949690.0,BENIGN
192.168.10.14-205.174.165.73-51731-8080-6,205.174.165.73,8080,192.168.10.14,51731,6,7/7/2017 10:43,50,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,240000.0,40000.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,20000.0,20000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
146.20.129.215-192.168.10.5-443-50805-6,146.20.129.215,443,192.168.10.5,50805,6,7/7/2017 10:03,16,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,750000.0,125000.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,62500.0,62500.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,8192,254,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.5-205.174.165.73-52204-8080-6,192.168.10.5,52204,205.174.165.73,8080,6,7/7/2017 12:24,1003055,3,3,0,18.0,0,0,0.0,0.0,6,6,6.0,0.0,17.94517748,5.981725828,200611.0,273888.2775,507973.0,570.0,1002322.0,501161.0,10439.72452,508543.0,493779.0,1002475.0,501237.5,10562.05399,508706.0,493769.0,0,0,0,0,92,60,2.990862914,2.990862914,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.1-192.168.10.3-53-62471-17,192.168.10.3,62471,192.168.10.1,53,17,7/7/2017 12:21,48410,1,1,46,131.0,46,46,46.0,0.0,131,131,131.0,0.0,3656.269366,41.31377815,48410.0,0.0,48410.0,48410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,20.65688907,20.65688907,46,131,74.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,111.5,46.0,131.0,32,0,0,0,0,0,0,1,46,1,131,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.15-205.174.165.73-53880-8080-6,192.168.10.15,53880,205.174.165.73,8080,6,7/7/2017 12:35,1029562,3,3,0,18.0,0,0,0.0,0.0,6,6,6.0,0.0,17.48316274,5.827720914,205912.4,281107.7941,515109.0,522.0,1028969.0,514484.5,1621.395849,515631.0,513338.0,1028813.0,514406.5,1832.11367,515702.0,513111.0,0,0,0,0,92,60,2.913860457,2.913860457,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.3-192.168.10.14-53-64333-17,192.168.10.14,64333,192.168.10.3,53,17,7/7/2017 9:12,151454,4,2,136,182.0,34,34,34.0,0.0,91,91,91.0,0.0,2099.647418,39.61598901,30290.8,43115.95516,92393.0,3.0,92399.0,30799.66667,53341.39137,92393.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,80,40,26.41065934,13.20532967,34,91,50.28571429,27.81315208,773.5714286,0,0,0,0,0,0,0,0,0,58.66666667,34.0,91.0,80,0,0,0,0,0,0,4,136,2,182,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
183.79.1.75-192.168.10.17-443-48163-6,192.168.10.17,48163,183.79.1.75,443,6,7/7/2017 11:44,211,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9478.672986,211.0,0.0,211.0,211.0,211.0,211.0,0.0,211.0,211.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,9478.672986,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,246,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.19-23.210.202.35-56824-80-6,192.168.10.19,56824,23.210.202.35,80,6,7/7/2017 9:54,5570564,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.718060146,1856854.667,3055661.659,5383580.0,87.0,5570564.0,2785282.0,3674548.271,5383580.0,186984.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.53854511,0.179515037,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-205.174.165.73-6481-8080-6,192.168.10.9,6481,205.174.165.73,8080,6,7/7/2017 12:52,1024670,3,3,0,18.0,0,0,0.0,0.0,6,6,6.0,0.0,17.56663121,5.855543736,204934.0,279700.4653,513996.0,552.0,1024000.0,512000.0,3955.555334,514797.0,509203.0,1024118.0,512059.0,3686.854757,514666.0,509452.0,0,0,0,0,92,60,2.927771868,2.927771868,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51644-8080-6,205.174.165.73,8080,192.168.10.14,51644,6,7/7/2017 10:32,49,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,244897.9592,40816.32653,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,20408.16327,20408.16327,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-51718-8080-6,192.168.10.14,51718,205.174.165.73,8080,6,7/7/2017 10:40,67862,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5024.903481,103.1505113,11310.33333,26767.82661,65947.0,38.0,67862.0,22620.66667,38582.08379,67170.0,38.0,66548.0,33274.0,46206.59972,65947.0,601.0,0,0,0,0,92,72,58.94314933,44.207362,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.3-192.168.10.5-53-51355-17,192.168.10.5,51355,192.168.10.3,53,17,7/7/2017 10:06,225,2,2,84,162.0,42,42,42.0,0.0,81,81,81.0,0.0,1093333.333,17777.77778,75.0,122.9756073,217.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,40,40,8888.888889,8888.888889,42,81,57.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,72.0,42.0,81.0,40,0,0,0,0,0,0,2,84,2,162,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.8-53-54880-17,192.168.10.8,54880,192.168.10.3,53,17,7/7/2017 11:21,239,2,2,142,242.0,71,71,71.0,0.0,121,121,121.0,0.0,1606694.561,16736.40167,79.66666667,96.25140692,188.0,4.0,47.0,47.0,0.0,47.0,47.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,8368.200837,8368.200837,71,121,91.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,113.75,71.0,121.0,64,0,0,0,0,0,0,2,142,2,242,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.15-53-63712-17,192.168.10.15,63712,192.168.10.3,53,17,7/7/2017 10:55,325,2,2,70,134.0,35,35,35.0,0.0,67,67,67.0,0.0,627692.3077,12307.69231,108.3333333,182.4426851,319.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,6153.846154,6153.846154,35,67,47.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,59.75,35.0,67.0,40,0,0,0,0,0,0,2,70,2,134,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-60862-17,192.168.10.3,60862,192.168.10.1,53,17,7/7/2017 10:02,32672,1,1,56,113.0,56,56,56.0,0.0,113,113,113.0,0.0,5172.624878,61.21449559,32672.0,0.0,32672.0,32672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,20,30.6072478,30.6072478,56,113,75.0,32.90896534,1083.0,0,0,0,0,0,0,0,0,1,112.5,56.0,113.0,32,0,0,0,0,0,0,1,56,1,113,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.15-205.174.165.73-52728-8080-6,192.168.10.15,52728,205.174.165.73,8080,6,7/7/2017 10:38,164481,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,2073.187785,42.55810702,27413.5,66017.44564,162169.0,51.0,164481.0,54827.0,94159.51997,163552.0,51.0,162746.0,81373.0,114262.799,162169.0,577.0,0,0,0,0,92,72,24.31891829,18.23918872,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-205.174.165.73-53230-8080-6,192.168.10.14,53230,205.174.165.73,8080,6,7/7/2017 12:57,1016293,3,3,0,18.0,0,0,0.0,0.0,6,6,6.0,0.0,17.71142771,5.903809236,203258.6,277779.4262,514090.0,400.0,1015872.0,507936.0,9268.755688,514490.0,501382.0,1015893.0,507946.5,9333.102405,514546.0,501347.0,0,0,0,0,92,60,2.951904618,2.951904618,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.3-192.168.10.14-53-58987-17,192.168.10.14,58987,192.168.10.3,53,17,7/7/2017 10:33,23994,2,2,84,310.0,42,42,42.0,0.0,155,155,155.0,0.0,16420.77186,166.7083438,7998.0,13808.79339,23943.0,3.0,48.0,48.0,0.0,48.0,48.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,83.35417188,83.35417188,42,155,87.2,61.892649,3830.7,0,0,0,0,0,0,0,0,1,109.0,42.0,155.0,40,0,0,0,0,0,0,2,84,2,310,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.15-205.174.165.73-53103-8080-6,192.168.10.15,53103,205.174.165.73,8080,6,7/7/2017 10:59,72540,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4700.854701,96.4984836,12090.0,28496.41771,70254.0,39.0,72540.0,24180.0,41020.1349,71543.0,39.0,70886.0,35443.0,49230.18832,70254.0,632.0,0,0,0,0,92,72,55.14199063,41.35649297,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-53603-8080-6,192.168.10.15,53603,205.174.165.73,8080,6,7/7/2017 11:33,1045232,3,3,0,18.0,0,0,0.0,0.0,6,6,6.0,0.0,17.22105714,5.740352381,209046.4,285558.9989,530778.0,481.0,1044605.0,522302.5,12666.40377,531259.0,513346.0,1044674.0,522337.0,12824.08858,531405.0,513269.0,0,0,0,0,92,60,2.870176191,2.870176191,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.1-192.168.10.3-53-61505-17,192.168.10.3,61505,192.168.10.1,53,17,7/7/2017 10:41,30553,1,1,55,93.0,55,55,55.0,0.0,93,93,93.0,0.0,4844.041502,65.46002029,30553.0,0.0,30553.0,30553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,32.73001015,32.73001015,55,93,67.66666667,21.93931023,481.3333333,0,0,0,0,0,0,0,0,1,101.5,55.0,93.0,20,0,0,0,0,0,0,1,55,1,93,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.5-205.174.165.73-53892-8080-6,192.168.10.5,53892,205.174.165.73,8080,6,7/7/2017 10:50,59215,4,3,208,134.0,196,0,52.0,96.04165763,128,0,44.66666667,72.23111056,5775.563624,118.2132906,9869.166667,23232.92264,57290.0,57.0,59215.0,19738.33333,33544.95231,58471.0,57.0,57911.0,28955.5,40071.03418,57290.0,621.0,0,0,0,0,92,72,67.55045174,50.66283881,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52.0,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.3-192.168.10.8-53-54543-17,192.168.10.8,54543,192.168.10.3,53,17,7/7/2017 9:54,163,2,2,82,210.0,41,41,41.0,0.0,105,105,105.0,0.0,1791411.043,24539.8773,54.33333333,88.04733575,156.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,12269.93865,12269.93865,41,105,66.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,83.25,41.0,105.0,40,0,0,0,0,0,0,2,82,2,210,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.12-53-27797-17,192.168.10.12,27797,192.168.10.3,53,17,7/7/2017 11:10,31186,2,2,66,252.0,33,33,33.0,0.0,126,126,126.0,0.0,10196.88322,128.262682,10395.33333,17998.31729,31178.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,80,64.13134099,64.13134099,33,126,70.2,50.93819785,2594.7,0,0,0,0,0,0,0,0,1,87.75,33.0,126.0,64,0,0,0,0,0,0,2,66,2,252,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.15-205.174.165.73-52716-8080-6,205.174.165.73,8080,192.168.10.15,52716,6,7/7/2017 10:36,1,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,12000000.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1000000.0,1000000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.3-192.168.10.5-53-61181-17,192.168.10.5,61181,192.168.10.3,53,17,7/7/2017 12:27,171,2,2,88,200.0,44,44,44.0,0.0,100,100,100.0,0.0,1684210.526,23391.81287,57.0,58.41232747,119.0,3.0,3.0,3.0,0.0,3.0,3.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,64,64,11695.90643,11695.90643,44,100,66.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,83.0,44.0,100.0,64,0,0,0,0,0,0,2,88,2,200,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.5-23.60.139.27-51459-80-6,23.60.139.27,80,192.168.10.5,51459,6,7/7/2017 12:14,60,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,200000.0,33333.33333,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,16666.66667,16666.66667,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.16-53-11666-17,192.168.10.16,11666,192.168.10.3,53,17,7/7/2017 11:57,230,2,2,94,126.0,47,47,47.0,0.0,63,63,63.0,0.0,956521.7391,17391.30435,76.66666667,92.15385686,180.0,3.0,3.0,3.0,0.0,3.0,3.0,47.0,47.0,0.0,47.0,47.0,0,0,0,0,40,64,8695.652174,8695.652174,47,63,53.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,66.75,47.0,63.0,40,0,0,0,0,0,0,2,94,2,126,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.8-53-57270-17,192.168.10.8,57270,192.168.10.3,53,17,7/7/2017 9:41,60046,2,2,96,160.0,48,48,48.0,0.0,80,80,80.0,0.0,4263.398061,66.61559471,20015.33333,34661.51209,60039.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,33.30779736,33.30779736,48,80,60.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,76.0,48.0,80.0,40,0,0,0,0,0,0,2,96,2,160,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-205.174.165.73-4302-8080-6,192.168.10.9,4302,205.174.165.73,8080,6,7/7/2017 10:51,65868,4,3,206,134.0,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,5161.838829,106.2731524,10978.0,25823.50614,63685.0,75.0,65868.0,21956.0,37422.74438,65167.0,88.0,64284.0,32142.0,44608.5384,63685.0,599.0,0,0,0,0,92,72,60.72751564,45.54563673,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.5-205.174.165.73-50606-8080-6,192.168.10.5,50606,205.174.165.73,8080,6,7/7/2017 11:32,1020129,3,3,0,18.0,0,0,0.0,0.0,6,6,6.0,0.0,17.64482727,5.881609091,204025.8,278692.5506,512016.0,468.0,1019655.0,509827.5,3756.858328,512484.0,507171.0,1019564.0,509782.0,3829.690327,512490.0,507074.0,0,0,0,0,92,60,2.940804545,2.940804545,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
185.86.139.63-192.168.10.25-80-49223-6,192.168.10.25,49223,185.86.139.63,80,6,7/7/2017 9:14,44,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.54545,44.0,0.0,44.0,44.0,44.0,44.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,45454.54545,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,65535,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.15-205.174.165.73-53031-8080-6,205.174.165.73,8080,192.168.10.15,53031,6,7/7/2017 10:51,65,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,184615.3846,30769.23077,65.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,15384.61538,15384.61538,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.5-104.25.224.25-52923-80-6,192.168.10.5,52923,104.25.224.25,80,6,7/7/2017 10:26,47128174,40,45,5152,58474.0,392,0,128.8,179.6274207,2920,0,1299.422222,858.4350584,1350.062916,1.803592051,561049.6905,2216773.242,10000000.0,1.0,41200000.0,1055827.103,3063064.631,10000000.0,125.0,47100000.0,1070748.955,2996792.756,10000000.0,32.0,0,0,0,0,812,960,0.8487492,0.95484285,0,2920,739.8372093,862.6604384,744183.032,0,0,0,1,0,0,0,0,1,748.5411765,128.8,1299.422222,812,0,0,0,0,0,0,40,5152,45,58474,8192,43,39,20,307318.5,584412.3429,1183937.0,14964.0,9986995.75,27207.41581,10000000.0,9946595.0,BENIGN
192.168.10.3-192.168.10.19-53-15544-17,192.168.10.19,15544,192.168.10.3,53,17,7/7/2017 11:41,30815,2,2,64,96.0,32,32,32.0,0.0,48,48,48.0,0.0,5192.276489,129.8069122,10271.66667,17623.29031,30621.0,3.0,3.0,3.0,0.0,3.0,3.0,191.0,191.0,0.0,191.0,191.0,0,0,0,0,40,40,64.90345611,64.90345611,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-205.174.165.73-1853-8080-6,192.168.10.9,1853,205.174.165.73,8080,6,7/7/2017 10:05,77514,4,3,206,134.0,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4386.30441,90.30626725,12919.0,30510.8509,75195.0,40.0,77514.0,25838.0,44009.67498,76654.0,40.0,75852.0,37926.0,52706.32526,75195.0,657.0,0,0,0,0,92,72,51.60358129,38.70268597,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.5-205.174.165.73-53735-8080-6,205.174.165.73,8080,192.168.10.5,53735,6,7/7/2017 10:45,72,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,166666.6667,27777.77778,72.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,13888.88889,13888.88889,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.8-205.174.165.73-2977-8080-6,192.168.10.8,2977,205.174.165.73,8080,6,7/7/2017 10:48,79886,4,3,210,134.0,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,4306.136244,87.62486543,13314.33333,31605.34098,77825.0,35.0,79886.0,26628.66667,45289.43463,78922.0,48.0,78408.0,39204.0,54618.34199,77825.0,583.0,0,0,0,0,92,72,50.07135168,37.55351376,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.1-192.168.10.3-53-62461-17,192.168.10.3,62461,192.168.10.1,53,17,7/7/2017 10:06,671,1,1,55,111.0,55,55,55.0,0.0,111,111,111.0,0.0,247391.9523,2980.625931,671.0,0.0,671.0,671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,1490.312966,1490.312966,55,111,73.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,110.5,55.0,111.0,32,0,0,0,0,0,0,1,55,1,111,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.9-53-60311-17,192.168.10.9,60311,192.168.10.3,53,17,7/7/2017 10:41,216,2,2,84,212.0,42,42,42.0,0.0,106,106,106.0,0.0,1370370.37,18518.51852,72.0,40.70626487,119.0,48.0,49.0,49.0,0.0,49.0,49.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,64,64,9259.259259,9259.259259,42,106,67.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,84.5,42.0,106.0,64,0,0,0,0,0,0,2,84,2,212,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
